acc,f1,prec,rec
0.8473053892215568,0.7783067229867987,0.825967293180408,0.7532396848434584
0.8792415169660679,0.8199498350854422,0.8557166759620747,0.7964402887139108
0.875249500998004,0.7990582610718497,0.8815372551529894,0.7614815992805322
0.8881118881118881,0.8341440321912539,0.8701423097974822,0.8101386765669361
0.8631368631368631,0.7994794598665019,0.8412626162675638,0.774804780876494
